Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
5/20/2014,0.03,47.1,56.8,66.5
5/21/2014,0,44.6,59.2,73.9
5/22/2014,0,49,61.4,73.9
5/23/2014,0.39,52.5,58.4,64.3
5/24/2014,0.02,50.1,56.2,62.4
5/25/2014,0.03,47.7,56.9,66.1
5/26/2014,0.02,50,60.7,71.4
5/27/2014,0,56.7,67.6,78.5
5/28/2014,0.14,47.7,61.9,76
5/29/2014,0.04,36.9,43.7,50.5
5/30/2014,0,41,53.3,65.5
5/31/2014,0.24,48.2,60.1,72
6/1/2014,0,41.2,52.8,64.4
6/2/2014,0,46.6,61,75.3
6/3/2014,0,52.3,67.1,81.9
6/4/2014,0.34,54,67.9,81.8
6/5/2014,0.02,54.8,61.1,67.5
6/6/2014,0.81,52.4,57.4,62.5
6/7/2014,0,53.2,64.1,74.9
6/8/2014,0,53.9,68.6,83.2
6/9/2014,0,58.5,71.7,84.8
6/10/2014,0,60.4,69.5,78.6
6/11/2014,0.05,56.6,67.9,79.3
6/12/2014,0,55.3,63,70.7
6/13/2014,0.02,58.8,64.1,69.5
6/14/2014,1.35,58.9,63.9,68.8
6/15/2014,0,51.8,63.8,75.8
6/16/2014,0,51.6,65.4,79.3
6/17/2014,0,57.8,69.2,80.6
6/18/2014,0,63.5,73.3,83.1
6/19/2014,0,65.8,75.5,85.3
6/20/2014,0,50,66.3,82.6
6/21/2014,0,47,61.7,76.5
6/22/2014,0,48.4,62,75.7
6/23/2014,0,50.2,63.3,76.4
6/24/2014,0,53.8,67,80.3
6/25/2014,0,59.3,70.6,81.8
6/26/2014,0.3,66.6,76.2,85.9
6/27/2014,0,54.8,68.7,82.7
6/28/2014,0,51.9,64.9,78
6/29/2014,0,53.9,69.2,84.5
6/30/2014,0,59.8,72.6,85.4
7/1/2014,0,63.9,75.5,87.1
7/2/2014,0,69.5,78.4,87.2
7/3/2014,0,71.5,80.6,89.7
7/4/2014,0.03,63.2,76.2,89.3
7/5/2014,1.9,56.4,64.9,73.5
7/6/2014,0,55.7,67.5,79.3
7/7/2014,0,65.4,74.7,84
7/8/2014,0,68,77,86
7/9/2014,0,68.8,79.5,90.2
7/10/2014,0,63.2,74.9,86.5
7/11/2014,0,59.7,70.6,81.5
7/12/2014,0,54.8,67.8,80.8
7/13/2014,0,61.1,73.5,85.8
7/14/2014,0,69.2,76.4,83.6
7/15/2014,0.63,71.1,77.3,83.6
7/16/2014,0.03,69.3,75.7,82.1
7/17/2014,1.21,61.4,68.7,76.1
7/18/2014,0.02,55.4,68.5,81.6
7/19/2014,0,56.5,68.4,80.4
7/20/2014,0,57.9,67.7,77.5
7/21/2014,0,56.2,66,75.7
7/22/2014,0,59.1,69.4,79.7
7/23/2014,0,65,76.8,88.6
7/24/2014,0.01,67.9,78.5,89.2
7/25/2014,0,54.3,65.4,76.6
7/26/2014,0,56.6,68.9,81.2
7/27/2014,0,61.2,72,82.8
7/28/2014,0.27,65.2,71,76.9
7/29/2014,0.36,60.3,71.5,82.7
7/30/2014,0,54.5,66.2,78
7/31/2014,0,53.9,66.7,79.4
8/1/2014,0,58.9,70.1,81.3
8/2/2014,0.02,63.5,73.5,83.4
8/3/2014,0.09,59.8,64.7,69.6
8/4/2014,0,59.2,66.3,73.5
8/5/2014,0,60.8,72.5,84.1
8/6/2014,0,64,75.7,87.5
8/7/2014,0.08,54.1,68,82
8/8/2014,0.16,53.3,66.7,80.2
8/9/2014,0,54.8,68.8,82.7
8/10/2014,0,56.4,69.8,83.2
8/11/2014,0,57.4,71.2,85
8/12/2014,0,57.3,70.9,84.4
8/13/2014,0.39,63.3,71.8,80.2
8/14/2014,1.44,56.2,63.5,70.8
8/15/2014,0.17,51.2,62.9,74.6
8/16/2014,0,54.3,63.8,73.4
8/17/2014,0.01,56.6,66.7,76.8
8/18/2014,0,52.4,65.7,78.9
8/19/2014,0,46.2,61.6,77.1
8/20/2014,0,49.2,63.9,78.6
8/21/2014,0,51.3,65.8,80.3
8/22/2014,0.22,59.2,68.7,78.1
8/23/2014,0,59.2,65.9,72.6
8/24/2014,0,51.5,62.6,73.6
8/25/2014,0,54.7,66.7,78.8
8/26/2014,0,57,71.8,86.6
8/27/2014,0,59.3,72.9,86.5
8/28/2014,0.03,60.6,74.1,87.6
8/29/2014,0,49.7,64.8,80
8/30/2014,0,48.3,61.4,74.6
8/31/2014,0,56.4,66.3,76.3
9/1/2014,0.08,67.9,75.6,83.3
9/2/2014,0,68,77.6,87.3
9/3/2014,0,67.6,79.1,90.5
9/4/2014,0,52.5,67.7,82.8
9/5/2014,0,57.6,71.3,85
9/6/2014,0,67.7,77.5,87.3
9/7/2014,0.03,62.1,75.5,88.8
9/8/2014,0,48.6,63.1,77.7
9/9/2014,0,50.3,62.2,74
9/10/2014,0,54.5,62.6,70.8
9/11/2014,0,57.7,65.4,73.2
9/12/2014,0,52.8,65.5,78.2
9/13/2014,0,46.1,59.3,72.5
9/14/2014,0.19,45.1,56.6,68
9/15/2014,0,40.5,53.8,67.1
9/16/2014,0,44.7,56.1,67.5
9/17/2014,0,41.2,54.6,68.1
9/18/2014,0,40,56,72
9/19/2014,0,41.2,57.8,74.4
9/20/2014,0,33,45.7,58.5
9/21/2014,0.03,45.3,57.8,70.4
9/22/2014,0.13,59.7,69,78.3
9/23/2014,0,36.6,54.1,71.6
9/24/2014,0,38.8,54.5,70.2
9/25/2014,0,44.9,56.8,68.7
9/26/2014,0,50.1,55.4,60.7
9/27/2014,0,47.3,60.7,74.2
9/28/2014,0,49.3,66.4,83.5
9/29/2014,0,53.2,69.3,85.4
9/30/2014,0,55,65.3,75.7
10/1/2014,0.11,54.6,56.2,57.7
10/2/2014,0.98,53.9,56,58.1
10/3/2014,0.06,40.9,49.1,57.3
10/4/2014,0.03,47.7,52.9,58.1
10/5/2014,0.26,44.5,54.8,65
10/6/2014,0,33.2,47.5,61.7
10/7/2014,0,39.5,52.9,66.3
10/8/2014,0.02,54.3,63.8,73.3
10/9/2014,0,39.1,56.1,73.1
10/10/2014,0,36.6,51.4,66.3
10/11/2014,0,39.5,51.5,63.5
10/12/2014,0.28,33.3,42.2,51.1
10/13/2014,0,33.1,47.4,61.7
10/14/2014,0,39.5,51.5,63.6
10/15/2014,0,58.2,66.9,75.7
10/16/2014,0.06,63.7,71.1,78.6
10/17/2014,0.9,55.3,63.4,71.6
10/18/2014,0,53.5,62.8,72.2
10/19/2014,0.14,48.1,59.4,70.7
10/20/2014,0,29.1,42.5,55.8
10/21/2014,0,34.2,45.5,56.9
10/22/2014,0.05,45.7,54.6,63.6
10/23/2014,2.51,47.3,51.1,55
10/24/2014,0.7,47.5,51.1,54.7
10/25/2014,0.01,38.8,46.1,53.5
10/26/2014,0,43.4,54.4,65.3
10/27/2014,0,37.8,48,58.2
10/28/2014,0,35.7,49,62.3
10/29/2014,0,43.2,56.1,69
10/30/2014,0.06,36.2,55.3,74.5
10/31/2014,0,35,47,59.1
11/1/2014,0,39.1,46.4,53.8
11/2/2014,0.45,37,42.5,48
11/3/2014,0.11,30.9,36.1,41.3
11/4/2014,0,30.6,41.3,52.1
11/5/2014,0,40.9,51.8,62.8
11/6/2014,0,39.6,53.1,66.6
11/7/2014,0.54,41.8,45.4,49
11/8/2014,0,30.3,39.4,48.6
11/9/2014,0,33.5,40.9,48.2
11/10/2014,0,28.2,42.1,56.1
11/11/2014,0,29.6,44.7,59.7
11/12/2014,0,35.8,49,62.1
11/13/2014,0,29.4,45.5,61.7
11/14/2014,0.33,30.7,40.4,50.2
11/15/2014,0,21.7,32.1,42.4
11/16/2014,0,18.9,29.1,39.4
11/17/2014,0.4,24.9,33,41.1
11/18/2014,1.21,34.5,43.5,52.4
11/19/2014,0,20.6,30.2,39.7
11/20/2014,0,22.8,29.4,36
11/21/2014,0,23.5,35.5,47.6
11/22/2014,0,17.7,26.5,35.2
11/23/2014,0,24.1,34.2,44.3
11/24/2014,0.21,35.6,47.4,59.3
11/25/2014,0.39,53.7,59.1,64.4
11/26/2014,0,38.4,50.6,62.7
11/27/2014,1.46,30.6,36.6,42.5
11/28/2014,0.06,27.5,32.7,37.9
11/29/2014,0,14.9,25.1,35.2
11/30/2014,0,18.3,28.5,38.8
12/1/2014,0,36.4,46.1,55.8
12/2/2014,0.01,31.3,48,64.6
12/3/2014,0.25,31.5,35.5,39.4
12/4/2014,0.07,28.8,39.5,50.1
12/5/2014,0,20.2,32.1,43.9
12/6/2014,0.38,22.7,32.5,42.4
12/7/2014,0.79,31.8,37.2,42.6
12/8/2014,0,17,26.5,36.1
12/9/2014,0.08,18,27.3,36.6
12/10/2014,2.46,33.8,40.9,48
12/11/2014,0.15,31.6,36.1,40.6
12/12/2014,0.02,26.2,30,33.8
12/13/2014,0.02,28.5,33.2,37.8
12/14/2014,0,27.4,33.9,40.5
12/15/2014,0,26.2,35.3,44.4
12/16/2014,0,25.1,34.2,43.3
12/17/2014,0.31,31.6,37,42.5
12/18/2014,0.02,33.7,40.7,47.7
12/19/2014,0.01,30.6,36.3,42.1
12/20/2014,0,23.2,29.6,36
12/21/2014,0,26.4,30.5,34.6
12/22/2014,0,29.5,31.4,33.3
12/23/2014,0.09,32,37.2,42.4
12/24/2014,0.14,38.4,41.9,45.4
12/25/2014,0.59,40.4,51.1,61.9
12/26/2014,0.07,31.5,44.8,58
12/27/2014,0,28,38.4,48.8
12/28/2014,0.02,30.6,41.4,52.1
12/29/2014,0.01,26.1,38.5,50.8
12/30/2014,0,19.3,30.5,41.8
12/31/2014,0,11.5,20.6,29.6
1/1/2015,0,11.1,20.3,29.4
1/2/2015,0,18,26,34
1/3/2015,0,20.3,30.1,39.9
1/4/2015,0.91,20,27.6,35.1
1/5/2015,0.16,32.2,42.2,52.2
1/6/2015,0,11.7,24,36.4
1/7/2015,0,5.5,11.4,17.4
1/8/2015,0,-3.2,10.3,23.8
1/9/2015,0,-2,11.2,24.4
1/10/2015,0.06,2.6,15.9,29.1
1/11/2015,0,2.8,13.6,24.4
1/12/2015,0,8.3,22,35.8
1/13/2015,0.21,18.8,28.1,37.4
1/14/2015,0,9.2,16.4,23.5
1/15/2015,0,14,19.5,25
1/16/2015,0,16.2,22.6,29
1/17/2015,0,6.3,21.7,37.2
1/18/2015,0,7.5,17.8,28.1
1/19/2015,0.36,25.7,38.8,51.9
1/20/2015,0,27.5,34.8,42.1
1/21/2015,0,15.4,26.3,37.2
1/22/2015,0,17.8,25.9,33.9
1/23/2015,0,16.9,27,37.2
1/24/2015,0.26,18.5,27.2,35.9
1/25/2015,0.57,27.8,30.5,33.1
1/26/2015,0,10.4,23.5,36.6
1/27/2015,1.25,11.1,20.1,29
1/28/2015,0.58,9.5,14.4,19.2
1/29/2015,0,-7.3,8.7,24.7
1/30/2015,0,-4.6,14.4,33.5
1/31/2015,0.03,9.7,21.7,33.7
2/1/2015,0,0.6,11.4,22.1
2/2/2015,0.29,2.7,17.2,31.7
2/3/2015,0.95,3.1,14.8,26.4
2/4/2015,0,-2.1,10.2,22.6
2/5/2015,0,4,21.3,38.6
2/6/2015,0.11,-5.9,14.3,34.5
2/7/2015,0,-0.7,10.7,22.1
2/8/2015,0.24,19.6,23.8,27.9
2/9/2015,0.39,12.1,21.3,30.5
2/10/2015,0.55,12.8,17,21.2
2/11/2015,0,15.4,23.4,31.3
2/12/2015,0,3.2,12.9,22.6
2/13/2015,0,4,17.4,30.9
2/14/2015,0,-10.6,3.7,18
2/15/2015,0.51,-4.4,11.3,27.1
2/16/2015,0.23,-4.9,7.5,19.9
2/17/2015,0,-1.2,8.9,18.9
2/18/2015,0.05,4.8,13.6,22.5
2/19/2015,0.06,5,17.6,30.1
2/20/2015,0,2.1,14.4,26.7
2/21/2015,0,-9.3,4.4,18.2
2/22/2015,0.39,-5.9,14.3,34.5
2/23/2015,0,20.1,30.1,40
2/24/2015,0,-12,6.9,25.9
2/25/2015,0.05,-6.8,6.3,19.4
2/26/2015,0,6.6,21,35.3
2/27/2015,0.02,0.5,11.6,22.8
2/28/2015,0,-2.9,12.6,28
3/1/2015,0,0.5,16.2,31.8
3/2/2015,0.23,10.9,20.6,30.2
3/3/2015,0,5.1,20.7,36.2
3/4/2015,0.39,14.1,26.7,39.3
3/5/2015,0.01,29.6,36.6,43.6
3/6/2015,0,4,17.2,30.3
3/7/2015,0,5.7,16.3,26.8
3/8/2015,0,12,25.4,38.9
3/9/2015,0,19.1,31.3,43.5
3/10/2015,0,21.6,34.8,48
3/11/2015,0.1,26.7,38.9,51.1
3/12/2015,0,32.3,44.9,57.4
3/13/2015,0,17.4,28.1,38.7
3/14/2015,0,21,31.6,42.2
3/15/2015,0.9,32.2,37.2,42.1
3/16/2015,0.02,25.9,34.8,43.7
3/17/2015,0.04,27.8,37.3,46.8
3/18/2015,0.08,21.9,36.4,50.9
3/19/2015,0,15.7,23.6,31.5
3/20/2015,0,13.3,23.7,34.1
3/21/2015,0.06,18.9,25.9,33
3/22/2015,0.09,24.9,33.3,41.6
3/23/2015,0,13.9,23.7,33.4
3/24/2015,0,15.5,24,32.4
3/25/2015,0,18.1,28.9,39.8
3/26/2015,0.08,29.3,38.7,48.1
3/27/2015,0.64,37.3,46.9,56.4
3/28/2015,0.07,32.7,36.8,41
3/29/2015,0.22,21.6,28.1,34.7
3/30/2015,0,23.7,33.2,42.7
3/31/2015,0,30.6,37.8,45
4/1/2015,0,26.9,38.1,49.2
4/2/2015,0,22.6,35.1,47.5
4/3/2015,0.02,28.2,43.9,59.7
4/4/2015,0.23,44.4,51.3,58.2
4/5/2015,0,29.4,41,52.5
4/6/2015,0,29.3,39.4,49.6
4/7/2015,0,34,43.7,53.5
4/8/2015,0.14,32.6,37.7,42.8
4/9/2015,0.58,32.4,38.2,44
4/10/2015,0.12,33.1,35.5,37.8
4/11/2015,0.01,36.1,45.3,54.6
4/12/2015,0,30.7,43.8,56.8
4/13/2015,0,35.1,51.7,68.3
4/14/2015,0,47.2,58.2,69.1
4/15/2015,0.04,37.9,51.9,65.9
4/16/2015,0,32,49.9,67.9
4/17/2015,0.07,42,52.7,63.4
4/18/2015,0.04,40.1,52.4,64.7
4/19/2015,0,38.8,55.6,72.4
4/20/2015,0,37.1,48.1,59
4/21/2015,1.94,39.3,47.9,56.4
4/22/2015,0,37.9,52.7,67.4
4/23/2015,0.02,37.5,52.9,68.2
4/24/2015,0,33.5,41.7,50
4/25/2015,0,31.2,40.7,50.2
4/26/2015,0,36.9,47.1,57.2
4/27/2015,0,41.1,48.7,56.3
4/28/2015,0.16,40.6,49.1,57.5
4/29/2015,0,42.9,53.5,64.2
4/30/2015,0,43,52.6,62.2
5/1/2015,0,40.2,50.3,60.5
5/2/2015,0,35.7,46.1,56.6
5/3/2015,0,40.2,53.2,66.2
5/4/2015,0,44.7,59,73.4
5/5/2015,0,54.3,68.9,83.5
5/6/2015,0.01,51.5,65.4,79.4
5/7/2015,0,42.8,58.9,75
5/8/2015,0,48.2,66.1,84
5/9/2015,0,45.7,62.7,79.7
5/10/2015,0,49.3,62.8,76.3
5/11/2015,0,64.2,76.3,88.3
5/12/2015,0.06,51.7,68.5,85.3
5/13/2015,0.05,51.7,69,86.2
5/14/2015,0,39.4,53.7,68
5/15/2015,0,40.5,56.1,71.7
5/16/2015,0,48.7,61.1,73.6
5/17/2015,0,53.9,61.8,69.8
5/18/2015,0,50.2,66.6,83
5/19/2015,0,50.4,60.1,69.8
5/20/2015,0.14,51.3,58.9,66.4
5/21/2015,0,39.9,53,66
5/22/2015,0,47.5,58,68.5
5/23/2015,0,41.6,58.1,74.6
5/24/2015,0,43.6,54.4,65.3
5/25/2015,0,49.6,66.1,82.6
5/26/2015,0,59.1,70.1,81.1
5/27/2015,0,61.8,73.2,84.6
5/28/2015,0,63,73.2,83.4
5/29/2015,0,54.7,69.3,83.9
5/30/2015,0,53.9,67.6,81.2
5/31/2015,0.08,60.2,73,85.7
6/1/2015,0.85,47.6,63.2,78.8
6/2/2015,1.12,45.6,48,50.4
6/3/2015,0.21,44.5,47.4,50.3
6/4/2015,0,44.4,53.3,62.1
6/5/2015,0,47.7,57,66.3
6/6/2015,0,52.3,62.7,73.2
6/7/2015,0,43.4,56.5,69.7
6/8/2015,0,48.5,60.7,73
6/9/2015,0,58.9,66.8,74.8
6/10/2015,0.01,56.3,66.1,76
6/11/2015,0,60.3,71.4,82.5
6/12/2015,0,60.4,73.6,86.7
6/13/2015,0,67.3,76.4,85.6
6/14/2015,0,57.4,70.8,84.2
6/15/2015,0.21,55.2,67.8,80.4
6/16/2015,0.57,54.1,56.7,59.4
6/17/2015,0,58.2,66.7,75.1
6/18/2015,0,49.4,60.5,71.7
6/19/2015,0.01,55.9,65.7,75.5
6/20/2015,0,51.8,68.1,84.4
6/21/2015,0.79,60.4,67.7,74.9
6/22/2015,0.26,63.3,71.5,79.6
6/23/2015,0,60.3,72.8,85.4
6/24/2015,0.01,60,72.9,85.9
6/25/2015,0,54.8,69.2,83.6
6/26/2015,0,60.9,71.4,81.9
6/27/2015,0,51,62.9,74.8
6/28/2015,0.84,54.6,64.2,73.9
6/29/2015,0.22,51.3,56.3,61.4
6/30/2015,0,54.1,63.8,73.5
7/1/2015,0.04,61,71.4,81.9
7/2/2015,0.3,58.4,69.8,81.2
7/3/2015,0,55.7,67.6,79.6
7/4/2015,0,55.8,67.8,79.8
7/5/2015,0,52.3,63.5,74.7
7/6/2015,0,57.9,70.5,83.1
7/7/2015,0,62.1,73.9,85.8
7/8/2015,0,68.5,75.9,83.3
7/9/2015,0,63,75.2,87.3
7/10/2015,0.76,61.4,69.3,77.3
7/11/2015,0,56.6,68.9,81.2
7/12/2015,0,59.8,73.2,86.6
7/13/2015,0,64.1,76.2,88.2
7/14/2015,0,60.4,71.8,83.3
7/15/2015,0.09,66.8,74.3,81.7
7/16/2015,0.02,55.6,70.2,84.7
7/17/2015,0,51.8,63.3,74.8
7/18/2015,0.03,59.9,69.6,79.4
7/19/2015,0.11,66.4,71.9,77.4
7/20/2015,0.01,70.8,79.9,89
7/21/2015,0,63.6,77.1,90.7
7/22/2015,0,61.6,75.1,88.6
7/23/2015,0,55.4,69.2,83
7/24/2015,0,53.9,67.8,81.7
7/25/2015,0.07,54.8,67.5,80.2
7/26/2015,0,59.2,66.2,73.2
7/27/2015,0,64.2,71.9,79.5
7/28/2015,0,64.8,73.9,83.1
7/29/2015,0.17,63.2,76.1,88.9
7/30/2015,0,67,79.7,92.4
7/31/2015,0.07,65.3,76.6,87.8
8/1/2015,0,59.1,73.2,87.3
8/2/2015,0,56.7,72.2,87.8
8/3/2015,0,61.6,73.8,85.9
8/4/2015,0.09,67.1,77.9,88.8
8/5/2015,0.08,57.6,72.4,87.3
8/6/2015,0,54.5,69.5,84.5
8/7/2015,0,53.9,67.2,80.4
8/8/2015,0,53.9,66.9,79.8
8/9/2015,0,55,67.3,79.6
8/10/2015,0,52.1,63.1,74.1
8/11/2015,0,60.2,71.5,82.8
8/12/2015,0.73,61.6,66.8,72
8/13/2015,0,55.4,69.5,83.6
8/14/2015,0,53.3,68.1,82.8
8/15/2015,0,58.9,72.3,85.7
8/16/2015,0.41,63.4,76.8,90.2
8/17/2015,0,64.7,76.7,88.6
8/18/2015,0,65.8,78.3,90.7
8/19/2015,0.83,67.1,79,90.9
8/20/2015,0,67.3,77,86.7
8/21/2015,0.17,70.1,77.5,84.8
8/22/2015,0.33,65.2,75.2,85.2
8/23/2015,0.02,65.6,71.4,77.1
8/24/2015,0,66.3,70.9,75.5
8/25/2015,0.02,65.4,73.2,81
8/26/2015,0,65.5,75.6,85.6
8/27/2015,0,54.4,69,83.7
8/28/2015,0,52.5,66.7,80.8
8/29/2015,0,52.5,66.4,80.3
8/30/2015,0,60.1,70.7,81.2
8/31/2015,0,62.5,74.7,86.8
9/1/2015,0,59.5,73.6,87.8
9/2/2015,0,58.6,72,85.3
9/3/2015,0,60.5,75.1,89.6
9/4/2015,0.31,63.4,75.6,87.7
9/5/2015,0,47.9,60.7,73.4
9/6/2015,0,50.4,65.1,79.9
9/7/2015,0,53.8,69.8,85.8
9/8/2015,0,66.5,78.7,90.9
9/9/2015,0,67.8,81.6,95.3
9/10/2015,0,66.1,78.4,90.6
9/11/2015,0.67,59,67.3,75.5
9/12/2015,0.03,53.6,63.5,73.4
9/13/2015,0.07,59.1,68.4,77.7
9/14/2015,0.04,52.9,60.8,68.7
9/15/2015,0,51.5,60.7,69.9
9/16/2015,0,51.4,67,82.6
9/17/2015,0,53.4,68.9,84.4
9/18/2015,0,53.8,70.6,87.4
9/19/2015,0,54.9,70.1,85.2
9/20/2015,0,62.6,71.8,80.9
9/21/2015,0,47.3,61.3,75.4
9/22/2015,0,48.5,58.3,68.1
9/23/2015,0,44.4,57.8,71.2
9/24/2015,0,44.7,59.6,74.5
9/25/2015,0,43.6,59.4,75.1
9/26/2015,0,39.1,53.9,68.8
9/27/2015,0,34.8,50,65.2
9/28/2015,0,39.9,56,72.2
9/29/2015,0,51.6,65.9,80.1
9/30/2015,1.08,66,73.8,81.6
10/1/2015,1.93,52,64.3,76.5
10/2/2015,0.08,47.9,53,58.2
10/3/2015,0.23,46,48.7,51.4
10/4/2015,0.11,45.2,49.2,53.2
10/5/2015,0,45,50.6,56.2
10/6/2015,0,37.4,48.8,60.1
10/7/2015,0,40.8,54.8,68.8
10/8/2015,0,42,56.2,70.4
10/9/2015,0,42.3,54.1,66
10/10/2015,0.23,40.3,55,69.6
10/11/2015,0,37.8,49.5,61.2
10/12/2015,0,39.3,53.7,68.1
10/13/2015,0.02,43.8,59.8,75.8
10/14/2015,0.11,48.1,60,71.8
10/15/2015,0,34.1,51.2,68.2
10/16/2015,0,37.6,49.6,61.6
10/17/2015,0,33.4,47.8,62.2
10/18/2015,0,27.1,40.8,54.5
10/19/2015,0,21.9,33.6,45.3
10/20/2015,0,27.4,38.9,50.3
10/21/2015,0,47.8,58.1,68.4
10/22/2015,0,48.9,57.2,65.5
10/23/2015,0,40.4,56.5,72.6
10/24/2015,0,30.2,40.5,50.8
10/25/2015,0,35.5,43.9,52.3
10/26/2015,0.04,31.2,46.5,61.8
10/27/2015,0,26.4,40.8,55.3
10/28/2015,0,28.4,42.7,57
10/29/2015,1.76,37.8,53.7,69.5
10/30/2015,0.02,41.4,57.9,74.5
10/31/2015,0,26.9,43.5,60.2
11/1/2015,0,31.7,43.4,55
11/2/2015,0,41.9,51.6,61.3
11/3/2015,0,35.3,49.5,63.7
11/4/2015,0,37.4,54.9,72.4
11/5/2015,0,40.9,54,67.1
11/6/2015,0.01,53.4,62.6,71.9
11/7/2015,0,51.6,61.4,71.2
11/8/2015,0,37.5,48.9,60.3
11/9/2015,0,28.5,42.1,55.7
11/10/2015,0,32.8,46.1,59.5
11/11/2015,0.22,40.5,47.7,54.9
11/12/2015,0.08,43.7,45.6,47.6
11/13/2015,0.11,43.9,50.2,56.4
11/14/2015,0,39.4,49.3,59.1
11/15/2015,0,27.7,36.6,45.5
11/16/2015,0,32.3,43.2,54.1
11/17/2015,0,25.2,43.2,61.2
11/18/2015,0,20.1,33.5,47
11/19/2015,0,25.2,37.9,50.6
11/20/2015,1.18,42.1,50.3,58.6
11/21/2015,0,31.4,45.7,60.1
11/22/2015,0,29.7,39.2,48.7
11/23/2015,0.21,33,39.8,46.7
11/24/2015,0,18.4,30.4,42.4
11/25/2015,0,19.1,31.2,43.3
11/26/2015,0,22.7,34.9,47.1
11/27/2015,0,33.8,45.6,57.4
11/28/2015,0,47,55.2,63.3
11/29/2015,0.23,28.7,40.8,52.9
11/30/2015,0,25.5,35.1,44.8
12/1/2015,0,22.7,31.4,40.1
12/2/2015,0.15,25.9,34.3,42.6
12/3/2015,0.19,38.5,46.1,53.7
12/4/2015,0,27.9,38.2,48.5
12/5/2015,0,27.1,37.9,48.8
12/6/2015,0,25.5,39.3,53.1
12/7/2015,0,28.6,43,57.4
12/8/2015,0,30.8,43.8,56.7
12/9/2015,0,32.8,37.5,42.2
12/10/2015,0.02,32.8,39.5,46.1
12/11/2015,0,36,47.7,59.5
12/12/2015,0,36.5,47.6,58.7
12/13/2015,0,42.1,51.5,60.9
12/14/2015,0,44.9,50.1,55.3
12/15/2015,0.59,45.1,53.3,61.5
12/16/2015,0,37.9,48.4,58.9
12/17/2015,0,31.8,38.4,45
12/18/2015,0.58,39.4,45.8,52.3
12/19/2015,0.06,31.7,40.6,49.6
12/20/2015,0,27.8,33.6,39.4
12/21/2015,0,25.3,33.2,41.2
12/22/2015,0.01,37.5,45.4,53.3
12/23/2015,0.24,39.2,49.2,59.1
12/24/2015,0.84,39.7,48.3,57
12/25/2015,0.01,45.1,56.7,68.4
12/26/2015,0,39.1,51.8,64.5
12/27/2015,0.12,38.1,44.8,51.6
12/28/2015,0.09,32.4,44.5,56.6
12/29/2015,0.49,26.7,30.5,34.3
12/30/2015,0.35,24.7,31.6,38.4
12/31/2015,0.14,25.4,30.1,34.9
1/1/2016,0,30.7,38.8,46.8
1/2/2016,0.01,27.5,33.8,40.1
1/3/2016,0,26.2,32.4,38.5
1/4/2016,0,23.2,33.2,43.3
1/5/2016,0,5.6,17.3,29
1/6/2016,0,6.6,16.3,26
1/7/2016,0,11.6,27.6,43.7
1/8/2016,0,17,30.7,44.4
1/9/2016,0,24.1,31.6,39.1
1/10/2016,0.03,34.5,39.7,44.8
1/11/2016,1.55,29.9,44.6,59.3
1/12/2016,0,13.9,24.7,35.5
1/13/2016,0.13,16.2,26.6,37
1/14/2016,0,16.5,22.1,27.7
1/15/2016,0,15.7,22.8,29.9
1/16/2016,0.53,23.7,31.7,39.7
1/17/2016,0.37,27.3,33.8,40.2
1/18/2016,0.15,23.5,28.9,34.4
1/19/2016,0,14.3,20.7,27
1/20/2016,0,15.1,20,25
1/21/2016,0,14,24,33.9
1/22/2016,0,13.8,23.3,32.7
1/23/2016,0,15.8,23.3,30.7
1/24/2016,0.5,16.4,23.6,30.8
1/25/2016,0,15.8,25.5,35.3
1/26/2016,0,16.9,27.7,38.5
1/27/2016,0,24.9,37.8,50.8
1/28/2016,0,16.6,31.2,45.9
1/29/2016,0,18.8,30.7,42.6
1/30/2016,0,26.3,33.9,41.5
1/31/2016,0,27.9,35.1,42.3
2/1/2016,0,34.9,46.2,57.5
2/2/2016,0,25.9,45.6,65.2
2/3/2016,0,26.6,38.2,49.9
2/4/2016,0.79,34,45.1,56.3
2/5/2016,0.5,31.8,43.6,55.4
2/6/2016,0.64,12.1,22.5,32.9
2/7/2016,0,15.9,26.1,36.3
2/8/2016,0,20.4,32.1,43.9
2/9/2016,0.5,16.4,22.7,28.9
2/10/2016,0,13.9,21.4,29
2/11/2016,0,18.9,27.1,35.4
2/12/2016,0,0.8,14.1,27.4
2/13/2016,0,3.1,14,24.8
2/14/2016,0,-12.2,5.6,23.5
2/15/2016,0,-10.8,0.3,11.4
2/16/2016,0.28,-3.5,22.8,49.1
2/17/2016,0.45,30.2,42.8,55.4
2/18/2016,0,23.6,34.5,45.5
2/19/2016,0,14.5,24.6,34.8
2/20/2016,0.01,18.2,31.4,44.5
2/21/2016,0,38,48.3,58.5
2/22/2016,0,29.3,41.3,53.3
2/23/2016,0,22.9,35.5,48.1
2/24/2016,0.29,25.1,32.5,39.9
2/25/2016,1.16,36.8,49.9,63
2/26/2016,0.04,29.4,43.9,58.4
2/27/2016,0,16.4,27.2,38
2/28/2016,0,19.9,29.2,38.5
2/29/2016,0,35.2,46.5,57.8
3/1/2016,0,30.2,46.6,63
3/2/2016,0.22,30.7,42.2,53.6
3/3/2016,0.19,18,35.3,52.5
3/4/2016,0,20.2,27.8,35.4
3/5/2016,0,21.4,26.6,31.8
3/6/2016,0,22.3,29.3,36.4
3/7/2016,0,22.8,33.1,43.3
